"","exposure","covariate","outcome"
"72",1.54607437443016,2.24589989396065,2.82769709253465
"73",-1.67555235774803,-1.51916532396406,-3.2786775111894
"74",-0.589728678431047,-0.169503053984101,-0.482308180542831
"75",0.519088796845547,0.953794429087605,2.84031408420166
"76",0.215001268957828,-0.505698739586322,1.3722676468015
"77",-0.326572580989333,-1.11016274395778,-0.755043769974647
"78",2.10325026750652,0.770011845780156,1.24428020782772
"79",-0.480876938303461,-0.148319241527119,-0.0821198813604839
"80",0.424209083647459,1.36845503644987,3.307587232206
"81",-0.119257290100782,1.07534044898139,2.73640822854626
"82",-1.12567576275722,-0.224008106496559,-0.38096399417683
"83",0.0889840072902704,-0.414111633608169,1.44930145614778
"84",-0.741559978526467,-1.32473812075761,-0.043642402636358
"85",0.467778081222091,1.78278249403497,3.34504069905935
"86",0.0762670747444834,1.58351402710516,2.656976766592
"87",-1.53044567871401,-1.81262867681342,-1.98103893426279
"88",0.111193104322767,1.30086929914488,1.13637276746826
"89",0.857990210892047,0.927114255174933,0.736974196627105
"90",-0.771345094885274,-0.541452835887036,-0.489292625284323
"91",-0.287150509611544,0.588620936297074,0.63111323982606
"92",0.209000974417851,1.79249458630667,1.65656074212175
"93",-0.269686639204513,-0.231260127076694,-1.6517749102493
"94",-1.08309259296444,-2.55176206373632,-0.393087866051731
"95",0.403335909900956,0.893958318028556,1.07476766969932
"96",0.0617192871777477,-0.147435760738508,-0.165589016920284
"97",0.717217132987263,-0.145822422505505,-0.906189393594946
"98",-0.229019864463325,-0.917748246489423,-2.19201949365634
"99",-1.46242647859203,-1.18053672251765,-0.855214840603356
"100",-0.488853445647525,0.151679332726425,-1.0228076810283
